Date,Time,Town,County,Occupation,Description
2009-11-07,Not Given,Ashingdon HeightsEssex,,,"Approx 10 orange lights flying over. First eight were going at a 
steady, slow rate, three of which merged into a triangle formation, 
separated then disappeared. Two others appeared about a minute or 
so travelling faster and disappeared at same area of sky."
2009-11-07,17:00,Not Given,Thames Estuary,,"Saw a vertical cylinder, silvery colour and underneath was a great 
bright yellow, fiery glow.  Watched the object for about 20 minutes."
2009-11-07,Not Given,Catford,London,,"Six bright orange lights - not flashing - silent. After a few minutes 
there was another one."
2009-11-07,21:00,Sherborne,Dorset,,"Saw a very bright light - looking south to right of the moon.  It was 
very large.  There were four or five bright lights."
2009-11-07,11:00,Inverness,Scotland,,"Moving very fast SE to North and watched object for about 10 
seconds. Thought at first it was a star or a plane."
2009-11-07,00:46,Filey,Yorkshire,,"Brilliant and dazzling pure white horizontal ring of light.  It appeared 
to be perfectly still in the sky above the houses and was totally 
silent.  Object was hovering over the Belle Vue Crescent area."
2009-11-07,23:15,Ashton Under Lyne,"Greater 
Manchester",,"Eight, orange UFOs, shone brightly, travelling at speed, low in the 
sky. Objects came across one by one with approx 20 seconds 
between them. They stopped over the reservoir changed direction at 
approx 90 deg angle towards Holmfirth.  No noise."
2009-11-11,21:20,Tooting,London,,"Black sphere. Bobbing about half a mile away . Covered with a 
phospherous chemical cloud.  It goes light grey. Flash of lightening 
then re-appears. Some of the clouds light up.  Various sightings 
20:30 and 12:15."
2009-11-11,21:00,South Hinksey,Oxford,,Saw a UFO it was not a plane it disappeared very quickly.
2009-11-12,21:05,Godalming,Surrey,,"An intense, bright white light seen between the flight path of Gatwick 
and Heathrow."
2009-11-16,20:40,Grantham,Lincolnshire,,"Seven objects. One group of three, followed by one group of four. 
Orange, large no distinct shape. Bright, no noise."
