Date,Time,Town,County,Occupation,Description
2009-09-26,01:22,Newport,Gwent,,"A bright, reddish light travelling W to E, below cloud level. It made 
no sound. It was moving in a straight line but too slow to be a 
meteorite. It had no navigation type lights."
2009-09-26,09:01,Not Given,Not Given,,"10-12 bright orange objects, silent. Has a photo of them saved on 
his mobile."
2009-09-26,22:30,Sheffield,Yorkshire,,"Six yellow lights, stationary at first then moved off."
2009-09-26,22:55,Nottingham,Nottinghamshire,Ex-police,"Four-five orange lights, fluctuating lights. Lives under flight path of 
Donnington airfield. Objects moved in a line. Lights faded. Returned 
10 minutes later."
2009-09-26,23:00,Not Given,Cornwall,,"Video footage in Cornwall near an Air Station (possibly Culdrose). 
Five minute sighting."
2009-09-26,12:48,Hitchin,Hertfordshire,,"Large round object. Two planes flew round it. Could be something 
natural, such as an eclipse."
2009-09-26,Not Given,Ashburton,Devon,,"Light seen in sky also above this was a large round shape which 
looked rocky and was blue and pink in colour."
2009-09-26,10:03,Newmarket,Suffolk,,"15 to 20 orange and red lights looked as though they were coming 
down to land but then went over head and 'went out'."
2009-10-10,22:45,Barnsley,South Yorkshire,,"Two bright orange lights, three to four minutes a part and no sound 
heard.  Lights then went into clouds."
2009-10-10,00:20,Hoddesdon,Hertfordshire,,"First saw three orange objects. Forty minutes later, looking North 
saw an orange glowing object travelling slowly from SW to NE. It 
was at an angle to the ground of about 30-40 deg."
2009-10-10,21:30,Brighton,East Sussex,,"A bright orange light travelling in a straight line from Brighton 
Centre. Which then passed over the house."
2009-10-10,09:30,Bromley,Kent,,"Saw an orange, yellow object in the sky, with the shape similar to a 
hot air balloon."
2009-10-10,Not Given,Peterborough,Cambridgeshire,,"Three bright orange lights and one dimmer one. Faded after being 
static."
2009-10-23,22:00,Ullswater,Lake District,,"Six balloons of fire over Ullswater.  These UFOs moved at different 
speeds to each other and in different directions before burning out."
2009-10-23,22:00,Cardiff,South Glamorgon,,Unusual lights travelling silently from West to East.
2009-10-23,22:00,Barnston,Merseyside,,"Six to seven bright orange lights, moving down Wirral peninsula 
from Birkenhead to Ellesmere Port. No noise. Saw a second UFO 
five minutes later."
2009-10-23,22:09,Wirral,Merseyside,,"Eight orange, non-flashing lights, made no sound. Round shapes."
2009-11-05,20:30,Dronfield,Derbyshire,,"Round shape - lightening then darkening with a dark shape behind it.  
No engine noise."
2009-11-05,21:29,Manor Park,London,,Saw a bright light heading towards Essex - bright light standing still.
2009-11-05,21:30,Not Given,Not Given,,"Orange ball going in a straight line.  No visible trail.  No smoke or 
noise. Appeared to be getting smaller burning itself up."
2009-11-05,Not Given,Sark,Guernsey,,"Saw what looked like a flying log, blue with a white edge."
2009-11-05,Not Given,Kings Lynn,Norfolk,,"Terrestrials seen coming from King's Lynn towards Swaffham, 
Norfolk."
2009-11-05,21:00,Kettering,Northamptonshire,,"Two glowing sphere/domed -shaped objects followed each in South 
East direction.  Completely silent and not flashing at all, as you 
would expect from aircraft."
2009-11-05,21:09,Plymouth,Devon,,"One object rising in the sky. Semi circle outline. Flames glowing 
orange/red.  Flickering round the edge. At first thought it was a 
firework, then it disappeared."
2009-11-05,21:40,Lyneham,Wiltshire,,"Orange lights following each other in same direction. No noise, no 
flashing lights, same trajectory. In vicinity of Lyneham radar.  Some 
lights disappeared."
2009-11-07,12:10,Petts Wood,Kent,,"Saw eight orange single lights in the sky. Lights were very clear, 
single bright orange spot, which travelled at constant speed slowly 
higher into the eastern atmosphere. At first four lights in close 
proximity followed by four more with approx one minute."
2009-11-07,Not Given,Ashingdon HeightsEssex,,,"Approx 10 orange lights flying over. First eight were going at a 
steady, slow rate, three of which merged into a triangle formation, 
separated then disappeared. Two others appeared about a minute or 
so travelling faster and disappeared at same area of sky."
2009-11-07,17:00,Not Given,Thames Estuary,,"Saw a vertical cylinder, silvery colour and underneath was a great 
bright yellow, fiery glow.  Watched the object for about 20 minutes."
2009-11-07,Not Given,Catford,London,,"Six bright orange lights - not flashing - silent. After a few minutes 
there was another one."
2009-11-07,21:00,Sherborne,Dorset,,"Saw a very bright light - looking south to right of the moon.  It was 
very large.  There were four or five bright lights."
2009-11-07,11:00,Inverness,Scotland,,"Moving very fast SE to North and watched object for about 10 
seconds. Thought at first it was a star or a plane."
2009-11-07,00:46,Filey,Yorkshire,,"Brilliant and dazzling pure white horizontal ring of light.  It appeared 
to be perfectly still in the sky above the houses and was totally 
silent.  Object was hovering over the Belle Vue Crescent area."
2009-11-07,23:15,Ashton Under Lyne,"Greater 
Manchester",,"Eight, orange UFOs, shone brightly, travelling at speed, low in the 
sky. Objects came across one by one with approx 20 seconds 
between them. They stopped over the reservoir changed direction at 
approx 90 deg angle towards Holmfirth.  No noise."
