Date,Time,Town,County,Occupation,Description
2004-11-09,,Swindon,Wiltshire,,disc going said totally silent quite slowly
2004-11-11,,10:15 Strath Bongo/Glasgow  Strathclyde,,,wide test tube south
2004-11-19,22:15 Colchester,,Essex,,red rapidly randomly changing direction
2004-11-26,02:35 Preston,,Lancashire,,round sphere moon green flashing noisy
2004-11-29,21:25 Driffield,,East Yorkshire,,four different
2004-12-10,,Warmington,Northants,,size space hopper flames coming could meteorite
2004-12-27,14:15 Ilford,,Essex,,size round beach black disc became stationary wings
2005-01-14,08:02 Douglas,,Isle of Man,,silver disc solar panels turned twin propeller euromanx aeroplane
2005-01-10,21:00 West Kilbride,,Ayrshire,,witnessed yellow spheres groups five kilbride
2005-01-14,,17:15 Wellingborough,Northants,,group buzzing noise heard
2005-01-31,,17:25 Broxburn/Edinburgh,Lothian,,fire tail five seven times diameter weaker tail meteorite
2005-01-31,,17:15 Wellingborough,Northants,,changed
2005-02-08,00:24 Leeds,,West Yorkshire,,really round
2005-02-15,,Scarborough,North Yorkshire,,silver night time
2005-02-20,,St Clements,Cornwall,,heading towards earth clouds
2005-02-20,05:00 Port Talbot,,West Glamorgan,,spiderish legs
2005-02-20,,16:30 Scarborough,North Yorkshire,,bulbs scarborough evening post
2005-02-20,,17:50 Wellingborough,Northamptonshire,,witnessed ed bees
2005-02-20,,20:00 Bridlington North Bay,East Yorkshire,,group erratically seemed fade away
2005-02-20,22:55 Orpington,,London,,massive iron didnt move
2005-02-21,01:00 Selby,,North Yorkshire,,slow direction hull floating stopped couple
2005-02-27,,Leicester,Leicestershire,,witness said could meteorite
2005-03-14,09:50 Cardiff,,South Glamorgan,,blue broke segments
2005-03-24,,09:45 Nr Minehead,Somerset,,swishing firework heard green trail
2005-03-31,,Sherborne,Dorset,,flash greenblue going across disintegrating tail
2005-04-04,09:45 Barrington,,Somerset,,amazing blue across left trail
2005-04-06,,Yeldersley,Derbyshire,,missile turquoise metallic reflective length estate
2005-04-07,,Chivnal,Shropshire,,silver tail going
2005-04-11,,Wokingham,Berkshire,,zoom streaked across left right changed silver saucer disappearing
2005-04-18,,05:29 Immingham/Grimsby,Humberside,,strange stayed hour dimmed er
2005-04-18,21:30,,,,rainbow dancing around
2005-04-29,21:15 Woking,,Surrey,,side
2005-05-02,,Crosby,,,said late night witnessed something could identified
2005-05-14,,23:00 West Kilbride,Ayrshire,,yellow sphere
2005-05-27,,23:15 West Kilbride,Ayrshire,,spheres within five
2005-06-04,00:45 Shrewsbury,,Shropshire,,triangular huge craft stern hovered southern suburbs shrewsbury
2005-06-08,00:30 Matlock,,Derbyshire,,witness said descending rotating beams going upwards ground
2005-06-18,17:00 A64,,,,silver stationary cloud
2005-06-23,,,Pembrokeshire,,thing square towards newport
2005-07-04,,23:45 Flamborough Head,East Yorkshire,,several horizon side side stopped
2005-07-11,21:43,,South-East London,,black cigar disc side accelerated great would outstrip fighter
2005-08-02,15:15,,Kent,,small parallel airliner
2005-08-03,00:30 St Neots,,Cambridgeshire,,zagging across erly direction er plane
2005-08-06,16:45 St Neots,,Cambridgeshire,,binoculars appeared shine silver grey naked around
2005-08-07,22:00 M62,,,,silver
2005-08-09,15:15 Stapleford,,Nottinghamshire,,extremely round left lozenge arrow
2005-08-10,,21:00 Middlesbrough,Cleveland,,triangular point sort rounded silent slowly erly direction
2005-08-11,23:30 Nailsworth,,Gloucestershire,,said strange high altitude
2005-08-13,22:15,,,,house circled five times
2005-08-21,00:00 Peacehaven,,East Sussex,,seven flashing erratic type
2005-08-23,22:00 Rotherham,,South Yorkshire,,thin band cloud beams coming side side search
2005-09-02,21:30 Kirby,,Merseyside,Sargeant/Merseyside Police,four oblongs equally spaced also
2005-09-03,,23:00 Milton Keynes,Bucks,,motorway noticed sred
2005-09-04,,18:30 Walthamstow,London,,size jumbo silver
2005-09-04,02:00 Hurst,,Berkshire,,witness didnt said ed airship humming noise house
2005-09-09,,17:11 10 miles West of Gatwick,Sussex,Pilot/Air France,onetwo metres length yellow cylindrical oon
2005-09-10,11:50 Ripon,,North Yorkshire,,round foot shiny metalic
2005-09-10,,North of Derbyshire,,,eight circular thingss quite uniform small opaque
2005-09-10,,21:30 Rhossili Bay,South Wales,,high horizontally matt marble
2005-09-10,,17:45 Little Waltham,Essex,,witness cylindrical changed silver black across wide
2005-09-10,22:00 Louth,,Lincolnshire,,orbs outside slow first towards
2005-09-14,,02:35 Wolsingham,Northumbria,Four Police Officers,dimensional diamond approx size helicopter green either side
2005-09-14,,05:45 Little Hampton,West Sussex,,burst four separate ones disappearing
2005-09-14,22:00 Loughton,,Essex,,glowing
2005-09-17,22:00 Loughton,,Essex,,golden orbs hovering hour triangle formation
2005-10-12,22:00 Loughton,,Essex,,witness said suspicious looking
2005-10-16,21:00 Loughton,,Essex,,appeared
2005-10-16,20:58 Loughton,,Essex,,fire keep circling lining
2005-10-16,21:15 Lochgelly,,Fife,,semi circles
2005-10-16,20:55 Blairgowrie,,Perthshire,,circles going clockwise anticlockwise
2005-10-18,21:23 Kinross,,Perthshire,,two green luminous circling
2005-10-19,15:58,,,Pilot,dark brown military
2005-10-20,17:40 Truro,,Cornwall,,coming heading south
2005-10-21,22:40 Cayton Bay,,North Yorkshire,,fire
2005-10-26,,23:40 Macclesfield,Cheshire,,disc heading
2005-10-29,19:30 Whitby,,North Yorkshire,,silver tail
2005-11-01,21:00 Hull,,North Yorkshire,,five pulsing south
2005-11-05,19:00 Selby,,North Yorkshire,,christmas tree decorations
2005-11-09,20:50 Seamer,,North Yorkshire,,globe fell round fell direction staxton
2005-11-14,20:17 Chigwell,,Essex,,seven eight glows cloud cover planes flashing parachute flares
2005-11-19,21:15 Hunmanby,,North Yorkshire,,
2005-11-22,23:58,,Wales,,size sixpence exploded whole
2005-11-22,18:00 A171,,,,whitby
2005-12-13,,19:00 RAF Coningsby/Lincoln,Lincolnshire,,five size four five
2005-12-14,23:00 Cheltenham,,Gloucestershire,,seemed rotate
2005-12-16,20:30 Sleights,,North Yorkshire,,diamond craft unusual powerful yellow rotating beaconsearch rear
2005-12-18,23:45 Selby,,North Yorkshire,,triangle ddas part sightings given group
2005-12-24,,Boston,Lincolnshire,,straight line evenly spaced glowing amber street
2005-12-27,,Sheerness,Kent,,went straight line back
2006-01-24,,Gillingham,Kent,,five strange flashing
2006-01-30,19:45 Eastleigh,,Hants,,trail almost luminous green rocket high amazing
2006-02-07,07:15,,,,witness said shooting trail behind
2006-02-10,14:10 Peebles,,Borders,,small silver twice military straight line
2006-02-15,,07:45 Leigh-on-Sea,Essex,,photograph taken magnified strange craft
2006-02-16,21:20 Whitstable,,Kent,,forth appeared followed
2006-02-28,,Rendlesham Forest,Suffolk,,plume yellowish vanished seconds
2006-07-04,16:20,,,,across fire cigar silver
2006-07-15,06:00 Shrewsbury,,Shropshire,,rapidly south
2006-07-17,14:08 Colchester,,Essex,,four fluorescent strips yellow tinge floating
2006-07-18,19:20 Marlborough,,Wiltshire,,flashing changing green blue hovering
2006-07-18,20:40 Mitcham,,Surrey,,joined third flew along side
2006-07-20,,21:25 Pegwell Bay/Ramsgate,Kent,,shooting something couldnt really make blue
2006-07-29,22:00 Crewe,,Cheshire,,half hour hovering quite slowly side side
2006-07-29,22:45 West Kilbride,,Ayrshire,,spheres following side side
2006-08-05,18:35 Newquay,,Cornwall,,disc hanging appeared quiver rather move around vanished
2006-08-09,,Derby,Derbyshire,,quickly across
2006-08-27,00:40 Plymouth,,Devon,,huge shimmering fire flew wards black spot clouds
2006-09-09,22:00 West Kilbride,,Ayrshire,,four golden spheres drifted south witness said definitely solid guided craft
2006-09-09,22:30 Trestle,,Stafford,,satellite coming atmosphere coming another came view ted zigzagging
2006-09-09,,Barlaston,Staffordshire,,mother ship smaller orbs around orbs
2006-09-09,,Barlaston,Staffordshire,,mother ship separate sightings letter
2006-09-13,,13:11 St. Tudwal's Islands,Mid-Wales,,black square hanging
2006-09-14,19:41 Hastings,,East Sussex,,witnesses thought alien outside kitchen window
2006-09-18,22:00 East Dereham,,Norfolk,,appeared formation quite slowly
2006-09-22,17:05 Maidstone,,Kent,,round smaller round randomly scattered surrounding ted fade
2006-10-14,22:12 Haydock,,Merseyside,,sphere fire comet tail circular glowing front yellow
2006-10-31,19:00 Banbury,,Oxon,,structured glinted metal
2006-11-01,18:15,,West Yorkshire,,glowing
2006-11-02,21:45 Broadstairs,,Kent,,five going time minute intervals
2006-11-02,18:45 Macclesfield,,Cheshire,,spinning appeared triangular part either side grey metallic almost dull
2006-11-03,22:00 Locherbridges,,Dumfries,,dome static running dome another swaying beneath
2006-11-03,18:00 Chorlton,,Manchester,,silver dotscraft high
2006-11-04,02:00 Marlborough,,Devon,,round stationary sly oval third kept arcing oval
2006-11-06,16:15 Stevenage,,Bedfordshire,,oblong also described looking scooter
2006-11-25,21:00 Bispham,,Lancashire,,also five seven
2006-11-29,23:45 Johnstone,,Paisley,,pure spherical size street
2006-12-10,22:40 Seaham,,County Durham,,nine following drifting wards visible five
2006-12-11,22:00 Seaham,,County Durham,Police Officer,yellow linesly staggered south
2006-12-17,21:30 Enfield,,Middlesex,,darting different directions shooting straight
2006-12-30,22:15 Waterlooville,,Hampshire,,strange
2006-12-31,21:30 Herne Bay,,Kent,,eight yellow spheres flames coming back
2007-01-16,22:00 Oldbury,,Greater Manchester,,five fire formation seemed hover vanished
2007-02-01,21:00 Stamford Hill,,London,,massive bang fire
2007-02-03,21:03 Irlham,,Greater Manchester,,circular aura around increased height
2007-03-03,,,Herefordshire Borders,,seven straight line south
2007-03-07,21:45 Whitehaven,,Cumbria,,triangular green amber strange droning noise passed overhead
2007-03-21,23:05 Kettering,,Northants,,triangle similar helicopter green
2007-03-29,05:00 Loch Creran,,Argyll,,slim flat plate pencil lengthways circular either bigger centre stationary
2007-04-08,,20:00 White Roding/Dunmow,Essex,,hundreds glowing line formation rows
2007-04-09,17:30 Sunderland,,Tyne & Wear,,silver pyramid rotating centre
2007-04-12,21:30 Hetton-Le-Hole,,Tyne & Wear,,black triangular
2007-04-13,19:30 Ayr,,Ayrshire,,across
2007-04-14,20:10 Huntingdon,,Cambridgeshire,,really dull yellow interacting
2007-04-17,20:30 Spalding,,Lincolnshire,,around formation
2007-04-17,14:00 Camsham,,Somerset,,silver spheres shiny shone
2007-04-20,22:30 Potters Bar,,Hertfordshire,,underside circular hovering visible humming
2007-04-21,21:30 Walworth,,London,,line four quite close together
2007-04-23,11:20 Peterborough,,Cambridgeshire,,something shells pale pink middle formation
2007-05-01,20:30 Newport,,Shropshire,,sphere yellow clear night
2007-05-20,00:50 Coatbridge,,Glasgow,,triangular changed round became elongated plus blue circle around
2007-05-21,,14:00 Eastleigh Cotswolds,Hants,,metallic spinning heat sources showing green
2007-05-26,22:50 Stratford upon Avon,,Warwickshire,,something unusual across quite
2007-05-27,18:45 Cobham,,Surrey,,south burning trail behind lasted seconds
2007-05-29,,Hunstanton,"Norfolk
Hampshire",,silver underneath hovered made little noises dust came
2007-06-02,19:15 South Gorley,,,,across another came seconds later
2007-08-11,20:45 Llanpumsaint,,Carmarthenshire,,faded away came back near clockwise
2007-08-13,17:25 Archway/Islington,,London,,twelve fifteen across upwards faded away
2007-08-18,,M4 Motorway/Swindon,Wiltshire,,fell green halo around
2007-08-19,22:29 Long Eaton,,Nottinghamshire,,curved diamond passed witnesses head going
2007-08-26,,Cold Ashby,Northamptonshire,,joined suddenly independently erratically sometimes vertical
2007-08-31,19:30 Wirksworth,,Derbyshire,,small totally still
2007-09-01,11:25 Lincoln,,Lincolnshire,,slow
2007-09-01,00:11 Southampton,,Hampshire,,distinctive reddish rapidly south
2007-09-01,21:00 Skegness,,Lincolnshire,,dark silhouettefigurething quite seemed quite flat edges seemed curve downwards sly
2007-09-01,20:30 Duxford,,Cambridgeshire,,fifty single gathered ascending directly upwards
2007-09-03,21:46 Forress/Moray,,,,much er rays radiating outwards stationary
2007-09-05,06:30 Liverpool,,Merseyside,,pipe seconds close plane clouds
2007-09-09,21:20 Glasgow,,S'clyde,,five red glows quite formation parted
2007-09-12,02:45 Stafford,,Staffordshire,,saucer changed saucer
2007-09-15,21:30 Bexley,,Kent,,fifty floating red
2007-09-20,09:27 Bury St Edmonds,,Suffolk,,four black sphere
2007-09-30,14:09 In the air nr Alderney,,Channel Islands,"Two Pilots, different planes",first yellow darker area second identical
2007-10-06,15:55 Leicester,,Leicestershire,,tear black left ed rocket behind
2007-10-06,02:04,,West Derbyshire,,round turned speck away
2007-10-06,,22:00 Parley Cross/Bournemouth,East Sussex,,seemed split different directions silently
2007-10-16,22:30 Ewhurst,,Surrey,,flew past back witnesses house making popping sort noise ly
2007-10-20,23:27 Wandsworth,,London,,witnesses house
2007-10-28,23:45 Pontrobert/Meiford,,Powys,,triangular high green blue second appeared pink pulsating
2007-11-03,10:26 Stanwell Village/Staines,,Middlesex,,move
2007-11-10,23:00 Ilminster,,Somerset,,strange unusual glowing turned silver circular around
2007-11-12,18:00 Southampton,,Hampshire,,adjacent moon twice ness stationary
2007-11-13,00:45 Stretton/Burton on Trent,,Staffordshire,,glowing across horizon appeared controlled
2007-11-21,22:45 Pilton,,Devon,,five followed another fifteen direction extinguishing area
2007-11-23,,Huddlesfield,West Yorkshire,,moon kept reappearing every swerved rapidly left right different levels horizon
2007-12-08,,23:15 Montford Bridge/Shrewsbury,Shropshire,,convoy along river bank silent
2007-12-09,23:00 Dollar,,Clackmananshire,,four quickly towards people observing gradually came together apart
2007-12-11,23:35 Polgate,,East Sussex,,strange stationary fifteen twenty
2007-12-12,21:30 Lynton,,North Devon,,fire tail
2007-12-12,23:35 East Finchley,,London,,hovering left right stationary flare
2007-12-23,22:45 Sheffield,,South Yorkshire,,strange followed others fire ed spinning across
2007-12-25,23:07 Wakefield,,West Yorkshire,,elongated triangular rounded corners sort satin finish charcoal grey
2007-12-25,21:00 Buxted,,East Sussex,,south
2008-01-08,02:00 Castleton,,Derbyshire,,vertically towards ground around
2008-01-30,22:45 Basingstoke,,Hampshire,,single venus across hovered flickered flame
2008-02-08,22:00 Brighton,,East Sussex,,sphere shot quite reappeared later back original position
2008-02-09,,Farnham,Surrey,,going across quite slowly
2008-02-09,22:45 Houghton Le Spring,,County Durham,,ness slow erratic changing direction suddenly slowing stopping
2008-02-10,,Streatham,London,,itthey landed person people phenomena
2008-02-11,,Bethnal Green,London,,twenty solid went
2008-02-11,22:53 Chelmsford,,Essex,,five equally spaced forming diagonal line left right
2008-02-12,22:19 Dunkeld,,Perthshire,,number
2008-02-12,21:00 Alton,,Hampshire,,seventeen round totally circular solid elongated
2008-02-23,22:30 Silver Bay/Rhoscolyn,,Isle of Anglesey,,ly ed quite
2008-02-25,,Alton,Hampshire,,sixty hundred across steady pace
2008-02-27,21:00 Hillmorton/Rugby,,Warwickshire,,strange yellow centre staggered formation across cloud base
2008-02-27,22:00 Denton/Grantham,,Lincolnshire,,cigar flashing hovering
2008-03-02,19:40 Wootton Bassett,,Wiltshire,,small also constant movement
2008-03-03,01:30 Bath,,Somerset,,cloud flashing ground level slowly across
2008-03-12,17:30 Hinckley,,Leicestershire,,perimeter road outskirts hinckley
2008-03-17,,20:47 Stone Bay area/Broadstairs,Kent,,unusual sighting red glowing linear formation normal helicopter height silent
2008-03-28,23:45 Camden,,London,,pairs rushing towards consistently area camden
2008-04-06,21:45 Stoke-on-Trent,,Staffordshire,,five across
2008-04-13,21:30 Uckfield,,East Sussex,,sixty glowing going across trail quite slowly
2008-04-16,22:00 Trowbridge,,Wiltshire,,flash ness flickering appeared faded
2008-04-29,21:44 Droitwich,,Worcestershire,,seven eight spherical straight line erly direction
2008-05-04,05:45 Black Isle,,Ross-shire,,purple green bubbles flames solar flares coming
2008-05-05,12:10 Portsmouth,,Hampshire,,ovalspherical approached appeared accelerate wobbled side side another appeared roughly vicinity stayed stationary
2008-05-11,21:45 Kiverton area/Rotherham,,South Yorkshire,,triangular flashing strobe twelve fixed beneath stationary first directly witness
2008-05-19,,Stanfields/Stoke on Trent,Staffordshire,,eight small discs formation
2008-05-19,20:20 Ladybank,,Fife,,quite hovered five heading gaining height vanishing
2008-05-19,21:50 Shrewsbury,,Shropshire,,series circle inner circle fifteen extra outside outer circle clockwise anticlockwise back
2008-05-31,21:40 Poulton le Fylde,,Lancashire,,erly direction slow even course
2008-05-31,,19:16 Thorpe St. Andrew/Norwich,Norfolk,,lasted half second really tiny rapidly er satellite witness
2008-05-31,08:00 Bottesford,,Lincolnshire,,silver disc middle
2008-06-01,,Bryn,West Glamorgan,,clusters amber triangular formations travelled horizontally erly direction cork bobbing water
2008-06-05,,21:30 M56/Altrincham/Warrington,Cheshire,,first sight stationary saucer another angle perfectly formed triangles tinge green halogen
2008-06-06,,Haywards Heath,West Sussex,,stationary diagonal cross scottish flag
2008-06-07,,Shirley/Solihull,West Midlands,,giant craft shone witnesses back window shot first ted move slow pace
2008-06-07,18:30 Bridge of Don/Aberdeen,,Aberdeenshire,,formed triangle formations smaller triangles
2008-06-08,,Bdirport,Dorset,,hovered whilesilent shone difficult focud loooked blurred
2008-06-09,19:20 Kettering,,Northamptonshire,,brilliant yellow er slower shooting kept constant course
2008-06-10,,Raurdean Woodside,Gloucestershire,,round things went across stopped stopped waited
2008-07-28,22:24,Chorley,Lancashire,,triangular across quite
2008-07-30,19:15,Darley Moor,Derbyshire,,strange beams hovering trees towards borders staffordshire
2008-07-30,21:00,Burntwood,Staffordshire,,dull high stayed route
2008-08-01,18:00,Abertillery,Gwent,,glowing strange substance molten metal burst went overhead without
2008-08-07,22:40,Ashton Keynes,Wiltshire,,twenty manoeuvring across quite slowly
2008-08-11,04:00,Windermere,Cumbria,,triangular yellow corner centre yellow pulsating quickly
2008-08-15,19:00,Walthamstow,London,,eight faint suddenly plane view
2008-08-15,20:56,Huntingdon,Cambridgeshire,,long thick streak shot across silver attached front rather bigger burst
2008-08-23,Not stated,Opposite House of Parliament,London,,craft green still static hour half
2008-08-24,18:30,Calverton,Nottinghamshire,,five times spread
2008-08-24,19:30,Derby,Derbyshire,,hovering left right still hovering seven hours later quickly ted zigzagging across
2008-08-29,10:10,Euston,Leicestershire,,strange black discs side hovering ted spinning around quite quickly
2008-08-29,Not stated,Portsmouth,Hampshire,,appeared bigger helicopter plane zigzagged flashed blue circular motion
2008-08-30,22:50,Leeds,West Yorkshire,,jumbo sized flat round blue rippled underside made
2008-08-30,23:00,Northop Hall,Flintshire,,circle quickly quite erratic shot left houses
2008-08-31,01:00,Slough,Berkshire,,triangle corner craft craft hovered height
2008-09-01,19:00,Portsmouth,Hampshire,,glowing trees distance disappearing reappearing erratically
2008-09-03,18:30,Dundee,Tayside,,sphere acting strange appearing disappearing
2008-09-03,20:20,Rainham,Kent,,huge disc approximately twenty times size aeroplane five flashing underneath circular
2008-09-04,22:15,Delabole,Cornwall,,ted move backwards ted wobble faded away though distance
2008-09-04,21:30,Newington,Edinburgh,,fifteen groups twos across slowly erly direction
2008-09-06,20:30,Haslemere,Surrey,,cylindrical silent front helicopter
2008-09-08,01:05,Exeter,Devon,,around trouble keeping control going miles hour
2008-09-13,Not stated,Delabole,Cornwall,,straight line completely silent
2008-09-19,00:02,M6 Motorway,West Midlands,,witness green whilst driving motorway
2008-09-20,14:00,West Wycombe/H Wycombe,Buckinghamshire,,black turned
2008-09-20,02:30,Rhydwyn/Caergybi,Isle of Anglesey,,round slowly quietly
2008-09-20,22:45,Delabole,Cornwall,,south
2008-09-21,22:45,Delabole,Cornwall,,er sighted together accelerated
2008-09-27,22:00,Leeds,West Yorkshire,,typical height went behind trees
2008-09-28,23:09,Stranraer,Dumfries & Galloway,,heading south erly direction
2008-10-01,23:20,Millbrook/Torpoint,Cornwall,,zagged across southwards vanished
2008-10-05,22:30,Worthing,West Sussex,,first tint another appeared sly erly sly southerly direction travelled perfect straight line
2008-10-06,00:55,Tonbridge,Kent,,around circles aeroplane level ed industrial train strange flashing
2008-10-08,22:59,Godrer Aran/Llanuwchllyn,Gwynedd,,bala climbed vertically
2008-10-10,00:30,Heathrow,Middlesex,,twenty five amber leaving heathrow area degrees knots
2008-10-11,23:00,Croydon,London,,strange around several flew
2008-10-11,00:25,Middleton/Ilkley,West Yorkshire,,five blob came view
2008-10-11,01:30,Norton/Stourbridge,West Midlands,,flat rounded bottom roughly width combined semi detached house humming
2008-10-13,23:30,Shortstown/Bedford,Bedfordshire,,saucer floating thing four flashing show suddenly stopped flashing went hours
2008-10-14,22:45,Waverton/Chester,Cheshire,,formation eighteen appeared flock helicopters gave rattle
2008-10-15,19:30,Thorne/Doncaster,South Yorkshire,,metallic capsule south going quite didnt slow point
2008-10-18,23:00,Kendal,Cumbria,,quite phosphorus fell towards ground disappearing static throughout sighting
2008-10-27,01:00,Stanley/Wakefield,West Yorkshire,,five oval group also group behind
2008-10-30,17:50,Welton/Lincoln,Lincolnshire,,diamondorb never thousand feet
2008-10-30,23:45,Inverness,Inverness-shire,,brilliant five slowly overhead
2008-11-04,23:55,Inverness,Inverness-shire,,five circular beam also going
2008-11-06,23:40,Bedford/Arledsey,Bedfordshire,,total seven strange south
2008-11-07,21:30,Littlemore,Oxfordshire,,sixteen square appeared silhouettes across south
2008-11-12,23:30,Coventry,West Midlands,,hovering foot front witness hovered left right
2008-11-14,04:00,Wroughton,Wiltshire,,triangle estimated
2008-11-15,23:30,Scarborough,North Yorkshire,,cork glowed angel flew trees
2008-11-21,09:35,Midhurst,West Sussex,,seven glowing
2008-11-25,22:00,Davidstow,Cornwall,,briefly huge cloud
2008-12-01,22:50,Horncastle,Lincolnshire,,eight circular yellow solid south high level
2008-12-01,23:30,Oxted,Surrey,,ninety pattern size foots passed witnesss house
2008-12-06,23:52,Scarborough,North Yorkshire,,flew blue part cloud
2008-12-10,22:00,Davidstow,Cornwall,,rising
2008-12-18,02:14,Scarborough,North Yorkshire,,fiery flew
2008-12-21,00:50,Chavey Down/Ascot,Berkshire,,resembled times bigger venus sometimes spot silhouette shadow noise
2008-12-24,03:30,Redruth,Cornwall,,towards
2008-12-24,22:30,A6 near Buxton,Derbyshire,,distant huge wide ed across overhead
2008-12-24,21:00,Sutton-In-Craven/Keighley,West Yorkshire,,chasing trying overtake burst
2008-12-25,22:15,Wellington,Shropshire,,really burning going helicopter
2008-12-25,Not stated,Bristol,Avon,,group cluster gradually joined several across joined sets
2008-12-26,Not stated,Farnham,Surrey,,round across different directions
2008-12-26,22:00,Gosport,Hampshire,,silent passed overhead clearly visible shooting smooth curving course
2008-12-26,Not stated,Scunthorpe,Lincolnshire,,oval weird right left erly direction
2008-12-26,Not stated,Shirley,West Midlands,,triangle noise
2008-12-27,02:00,No area given,Not stated,,slowly raised vertically slowly away
2008-12-29,16:30,Pontypridd,Mid Glamorgan,,high appeared round foot south
2008-12-29,23:25,Leeds,West Yorkshire,,circle appeared spaced line path
2008-12-29,23:05,West Kilbride,Ayrshire,,spheres passed rapidly wards
2008-12-31,Not stated,A1/North of Darlington,Cleveland,,amber ships clusters scattered
2008-12-31,Not stated,Not stated,Not stated,,perfect triangular stone looking hovering twenty foot point front nose cone blue
2023-01-09,22:30,Loughborough,Leicestershire,,twenty twenty five across uniformed ing formation
2023-01-09,22:30,Brill/Aylesbury,Buckinghamshire,,slow terribly high
2023-01-09,22:05,Larkhall,Lanarkshire,,single round red south
2023-01-09,Not stated,Burbage/Hinckley,Leicestershire,,spectrum shone
2023-01-09,21:10,Argoed,West Glamorgan,,mile away black disc quick silent
2023-01-09,21:56,Darlington,County Durham,,independently
2023-01-09,21:00,Emsworth,Hampshire,,yellow approximately
2009-01-01,21:30,South Malling/Lewes,East Sussex,,fifty nine formed silent
2009-01-02,11:55,Westborough/Scarborough,North Yorkshire,,black rectangular wobbling sight
2009-01-04,22:41,Oakworth/Keighley,West Yorkshire,,quite away high plane
2009-01-05,17:40,Stroud,Gloucestershire,,initially formed floating around central zoomed captain kirk enterprise
2009-01-06,22:20,Whitburn/South Tyneside,Tyne and Wear,,sodium ed initially four circular convoy made vertical change direction
2009-01-08,21:35,Littlebourne,Kent,,formation breaking acrobatics globe appeared changing pulsating
2009-01-11,20:44,Rothwell/Leeds,West Yorkshire,,disc underneath fifteen
2009-01-12,20:20,Mannamead/Plymouth,Devon,,pink kilometre away floating towards left accelerated small pieces came away
2009-01-18,21:45,Urmston/Manchester,Greater Manchester,,four separate huge different
2009-01-19,22:30,Guildford,Surrey,,diamond
2009-01-23,22:40,Middlesbrough,Middlesborough,,craft green blue quickly trees extremely silent
2009-01-23,20:03,Laindon,Essex,,rather quickly flew around away higher
2009-01-23,00:10,Near Blackpool,Lancashire,,chewing pack black circles underneath emitting dull feet long feet wide
2009-01-24,04:53,Not stated,Not stated,,quite flashing hanging quite high underneath red luminating
2009-01-25,20:44,Stoke on Trent,Staffordshire,,came ground shot vertically
2009-01-25,20:00,Chatteris,Cambridgeshire,,multiple glowing heading south
2009-01-25,22:00,Calne,Wiltshire,,five super glowing pink orbs altitude unusual characteristics totally silent
2009-01-26,22:55,Malton,North Yorkshire,,circles fire coming inside hang gliders totally quiet last circle formation
2009-01-26,22:15,Iver,Buckinghamshire,,stream forty overroundish separate formations straight lines funny
2009-01-26,19:45,Southgate,London,,silent squadron red ed craft must excess thirty maybe
2009-01-28,Not stated,Budleigh Salterton,Devon,,stationary twice straight line direction
2009-01-29,23:00,Felixstowe,Suffolk,,intense flashes flashes formed
2023-02-09,19:50,Wolverhampton,West Midlands,,number mysterious silently overhead another appeared
2009-02-03,20:55,Not stated,Lincolnshire,,inverted seven dull greyish almost shell outline rotated sly seemed bounce shot individually high
2009-02-03,23:17,Newcastle upon Tyne,Tyne and Wear,,silently high altitude heading south changed stopped jumped different parts
2009-02-04,20:45,Cheltenham,Gloucestershire,,five strange fire silent
2009-02-05,00:35,A12/Colchester,Essex,,bound line yards apart nearer could described fire
2009-02-05,19:20,Portsmouth,Hampshire,,tube craft slowly across erly direction stationary minute made circles zoomed
2009-02-06,23:00,Stafford,Staffordshire,,craft seemed unusual shining slowly
2009-02-06,21:00,Buxton,Derbyshire,,seven orbs formation sets generally straight line dancing
2009-02-06,Not stated,Swansea,West Glamorgan,,continual strange
2009-02-07,Not stated,Slough,Berkshire,,triangular hovering mile witnesss house sort pattern sign also circular type weird hovering shot
2009-02-07,20:05,A259/Brighton,East Sussex,,spherical hovering house slowly departed spun shifted rapid upwards erly direction disappearing
2009-02-07,00:01,Snetterton,Norfolk,,high came space times followed loud whooshing declining er
2009-02-07,18:30,Wakefield,West Yorkshire,,size twenty miles away climbed
2009-02-07,20:35,Dumfries,Dumfriesshire,,towards merged reappeared apart south
2009-02-08,17:40,Somerton,Somerset,,cigar long tall illuminated rear made sharp right turn
2009-02-08,20:10,Rainham,Kent,,yellowy quite near fairly
2009-02-09,19:30,Twyford train station,Berkshire,,flicker seemed jump considerable distance around night seemed scroll side another
2009-02-10,17:23,Carlton nr Rothwell/Leeds,West Yorkshire,,chinese lanterns extremely manoeuvrable
2009-02-10,16:50,Kirton nr Boston,Lincolnshire,,twelve ted fade er came towards first twelve formation
2009-02-13,21:20,East Grinstead,West Sussex,,vertically spaced another came noise
2009-02-14,23:30,Stickford/Boston,Lincolnshire,,cloud type dull noise ftft witnesss house continuously left right
2009-02-15,17:10,Shrewsbury,Shropshire,,strange triangular apex right metallic grey flat base seemed glow must fifteen feet long feet wide
2009-02-15,18:50,Wettenhall/Winsford,Cheshire,,crest south rear witnesss property
2009-02-16,21:30,Village of Llangwm,Pembrokeshire,,long tail shot across whole field began break
2009-02-16,23:45,Stratford upon Avon,Warwickshire,,stationary five shot view
2009-02-19,15:49,Devizes,Wiltshire,,small golden ed flew past rapid
2009-02-20,Not stated,Halesowen,West Midlands,,string fifty sixty
