Date,Time,Town,County,Occupation,Description
2009-08-22,23:00,Winsford,Cheshire,,"An orange light travelling from the south. It was followed by two 
more orange lights on the same path, then five more and then two 
more. They made no noise but were at the height of a helicopter."
2009-08-22,13:42,Wakefield,West Yorkshire,,"A white object with a silver beam coming from it, over Pugneys 
Country Park. It looked square but changed shape as it moved 
about. Witness saw it through binoculars. An aircraft flew very close 
to it."
2009-08-24,22:15,Solihull,West Midlands,,"Three objects like fireballs falling to earth. They were glowing and 
orange. There was one large object and two smaller ones which 
converged together and rose into the atmosphere until they faded 
away."
2009-08-24,23:00,Bracknell,Berkshire,,"A UFO. It was a ""glowing ball of something or other"". Definitely not a 
plane."
2009-08-24,02:47,Folkestone,Kent,,"A bright circular amber light, the size of a 2p coin. It was moving 
very slowly in a straight line but once it flew over the witnesses 
house it accelerated away very very quickly into the distance. It 
made no noise and left no vapour trail."
2009-08-24,22:30,"Tunstall to Butley 
Road",Suffolk,,"Two clusters of bright lights. They were stationary for a while then 
the first group of 15 headed towards Woodbridge followed by the 
second cluster of 6-7 lights. They were very high up. They made no 
sound."
2020-08-27,Not Given,Baswich,Stafford,,"Two objects seen.  Photograph taken in June a week after the 
mystery hot air balloon search."
2009-08-28,16:00,Rowley Regis,West Midlands,,"Saw a long greyish tube in the sky, when driving home along the 
A4031."
2009-08-29,Not Given,Lewes,East Sussex,,Eleven bright star like objects heading North East.
2009-08-29,00:15,Ripon,North Yorkshire,"Air Traffic 
Controller","Bright orange lights. A single light followed by a group of three and 
then another single light. On a North East to South West track."
2009-08-29,Not Given,Bradford,West Yorkshire,,"Different coloured pulsating lights. Police checked with Air Traffic 
Control who said they had nothing. Police suspect Chinese lanterns."
2009-08-29,23:10,Shoreham,Kent,,"Initially two UFOs increasing to six. Bright orange. Last four were 
bigger and brighter than the first two."
2009-08-29,Not Given,Porthcawl,Mid Glamorgan,,"A very bright orange circular shape. Got smaller as it moved away. 
Moving South West to South."
2009-08-29,19:30,Wroughton,Wiltshire,,"Black disc shaped objects hovering over crop circles near Barbury 
Castle. They cast shadows on the ground."
2009-08-29,23:20,Stevenage,Hertfordshire,,"Two huge lights chasing each other like cat and mouse. It was 
broken cloud and the lights would never leave the clouds, just go to 
the edge. It looked like a strong light was coming from above the 
clouds. They both shot off to the North."
2009-09-09,00:05,Bow,London,,"Nine objects like golden globes. They hovered for a bit and were 
joined by three others before shooting off."
2009-09-09,22:30,Looe,Cornwall,,"Two orange balls of light travelling North in parallel to each other. 
Then a further ball of light was seen, heading North. The lights made 
no noise. They faded and then disappeared."
2009-09-09,22:45,Redruth,Cornwall,,"Two brown objects like balls of fire. Appeared to be in convoy 
heading towards Portreath."
2009-09-11,02:41,Hayes,Middlesex,,"A roundish glowing shape. Flying at a steady speed with no noise. It 
was a clear night. Filmed it but the camera died."
2009-09-11,18:45,Swansea,West Glamorgan,,"Seemed like a rather large disc or round in appearance. It was dark 
in colour but bounced sunlight off its surface. It was floating or 
bobbing up and down. Other aircraft were at the same altitude and 
could be heard, the object made no noise."
2009-09-19,23:30,Lichfield,Staffordshire,,"Eight alien aircraft seen just above helicopter height travelling SW 
to NE. There was a humming sound. They looked like they were 
""eyeing the place up""."
2009-09-19,Not Given West Grinstead,,West Sussex,Part-Time Pilot,"12-15 objects. Not like normal fixed wing aircraft, more like bright 
orange lights. Moving West at indeterminate height. Objects entered 
cloud then turned around."
2009-09-19,00:15,Brighton,Sussex,,"A red light followed by 7 others. They came from the West, flew 
overhead and disappeared. Definitely not aircraft."
2009-09-19,23:30,Marston Green,Birmingham,,"Some 30 orange lights heading from Birmingham Airport towards 
Coleshill."
2009-09-19,Not Given,Not Given,Not Given,,"Three very bright orange lights. Fairly large and moving much faster 
than an aircrfat. They disappeared. Then two lights appeared from 
the South. The lights appeared co-ordinated. They were not aircraft."
2009-09-19,01:35,"Stratford upon 
Avon",Warwickshire,,"A dormant blue light which changed colour many times over the 
hour it was witnessed. At first it was moving steadily and then it 
stopped in  mid air. Then started moving from left to right. A white 
beam could be seen shining down from it. It had red lights."
2009-09-19,02:00,Peterborough,Cambridgeshire,,"Two objects, one with a brighter light. The second one was behind it 
and had a dimmer light. No navigation lights. Not normal. Reluctant 
to say it was a UFO - perhaps it is a plane."
2009-09-19,22:25,Pagham,West Sussex,,"Five orange bright lights. Half a mile distance between each one. 
Took photos."
2009-09-19,00:20,Northampton,Northamptonshire,,"Fast, shiny discs. Lower and faster than a plane, not a plane or 
helicopter. Sphere, brilliant light."
2009-09-19,00:30,Glasgow,Strathclyde,,"Two sightings. First at 12:30 (bright light), second at 01:30 (flashing 
green)."
2009-09-19,20:00,Palmers Green,London,,"Having a BBQ with some friends when saw an orange fireball about 
to crash two gardens away, but on checking it was now high in the 
sky about half mile away. 3-5 minutes later another object appeared 
then a third spherical object with a leg protruding."
2009-09-26,22:30,Ruislip,Middlesex,,"Three bright orange lights, not flashing. Very big, high up, set 
equally apart. Reported it to RAF Northolt. Never saw anything like 
this before."
2009-09-26,22:35,River Severn,Gloucestershire,,"A UFO of orangey/red colour. It hovered and moved slightly in the 
direction of Stroud, then suddenly dropped downwards."
2009-09-26,01:22,Newport,Gwent,,"A bright, reddish light travelling W to E, below cloud level. It made 
no sound. It was moving in a straight line but too slow to be a 
meteorite. It had no navigation type lights."
2009-09-26,09:01,Not Given,Not Given,,"10-12 bright orange objects, silent. Has a photo of them saved on 
his mobile."
2009-09-26,22:30,Sheffield,Yorkshire,,"Six yellow lights, stationary at first then moved off."
2009-09-26,22:55,Nottingham,Nottinghamshire,Ex-police,"Four-five orange lights, fluctuating lights. Lives under flight path of 
Donnington airfield. Objects moved in a line. Lights faded. Returned 
10 minutes later."
2009-09-26,23:00,Not Given,Cornwall,,"Video footage in Cornwall near an Air Station (possibly Culdrose). 
Five minute sighting."
2009-09-26,12:48,Hitchin,Hertfordshire,,"Large round object. Two planes flew round it. Could be something 
natural, such as an eclipse."
2009-09-26,Not Given,Ashburton,Devon,,"Light seen in sky also above this was a large round shape which 
looked rocky and was blue and pink in colour."
2009-09-26,10:03,Newmarket,Suffolk,,"15 to 20 orange and red lights looked as though they were coming 
down to land but then went over head and 'went out'."
2009-10-01,09:57,Kettering,Northamptonshire,,"Big and very bright red/yellow/orange ball seen flying past backend 
of garden, just under cloud cover. Then went through cloud cover 
and lit cloud cover up."
2009-10-02,10:22,Twyford,Berkshire,,"Orange light, with 'some sort of flame' in the sky.  Moved from 
driveway to over the front of the house.  Then changed direction 
towards Wallgrave, direction changed again towards Reading then 
back in the direction of Wallgrave."
2009-10-05,11:25,Goring by Sea,West Sussex,,"Three orange lights high in the sky over the sea.  There was an 
explosion and the centre light then dropped into the sea.  No sound 
heard from the lights."
2009-10-10,22:45,Barnsley,South Yorkshire,,"Two bright orange lights, three to four minutes a part and no sound 
heard.  Lights then went into clouds."
2009-10-10,00:20,Hoddesdon,Hertfordshire,,"First saw three orange objects. Forty minutes later, looking North 
saw an orange glowing object travelling slowly from SW to NE. It 
was at an angle to the ground of about 30-40 deg."
2009-10-10,21:30,Brighton,East Sussex,,"A bright orange light travelling in a straight line from Brighton 
Centre. Which then passed over the house."
2009-10-10,09:30,Bromley,Kent,,"Saw an orange, yellow object in the sky, with the shape similar to a 
hot air balloon."
2009-10-10,Not Given,Peterborough,Cambridgeshire,,"Three bright orange lights and one dimmer one. Faded after being 
static."
2009-10-16,22:30,Elgin,Moray,,"Lights moving slowly. One light lead a group of five, with one light 
acting as tail ender."
2009-10-16,22:57,Michell Coldon,,Police,"17 UFO's above village. Red and green lights, no sound."
2009-10-16,00:22,Shirley,Croydon,,"Orange point of light in the sky.  No haze or smoke visible around 
the object. Object was flickering slightly. Lasted about 60 secs."
2009-10-16,14:00,Hauxton,Cambridgeshire,"Retired merchant 
seaman","Saw glider like objects in the sky. Flying around in an anti-clockwise 
direction."
2009-10-16,21:30,Not Given,Not Given,,"Red object, looked like a clod, went over the roof and vanished. No 
noise/engine. Big orange colour lower than a plane. Gliding straight."
2009-10-18,09:50,Poole,Dorset,,"A bright white fire ball, size of a football flew into the kitchen and 
landed in a plastic carrier bag on the table, immediately disappeared 
but seemed to cause almost blinding white, sheet lightening."
2009-10-18,10:00,Brighton,East Sussex,,"Saw an orange light rising from the SE - looked like the tail from a 
rocket launch like when the shuttle goes up. Object then moved 
north before disappearing behind clouds. Happened three times over 
a period of 30 minutes. Third time bright flash."
2009-10-18,22:30,Seaford,East Sussex,,Large bright light. Looked like a ball of fire or a hot air balloon.
2009-10-18,Not Given,Mitcham,Surrey,,"Saw four strange orange lights in the sky following each other.  
Lights then just disappeared. Lights then seen again moving across 
the night sky.  Went inside and saw the same lights in a three prong 
triangle."
2009-10-23,22:00,Ullswater,Lake District,,"Six balloons of fire over Ullswater.  These UFOs moved at different 
speeds to each other and in different directions before burning out."
2009-10-23,22:00,Cardiff,South Glamorgon,,Unusual lights travelling silently from West to East.
2009-10-23,22:00,Barnston,Merseyside,,"Six to seven bright orange lights, moving down Wirral peninsula 
from Birkenhead to Ellesmere Port. No noise. Saw a second UFO 
five minutes later."
2009-10-23,22:09,Wirral,Merseyside,,"Eight orange, non-flashing lights, made no sound. Round shapes."
2009-10-26,22:18,Coningsby,Lincolnshire,,"Four wavering lights, hovering, taken on a video camera and 
photographed."
2009-10-26,22:45,Newport,Shropshire,Retired RAF,"Two yellow lights one above the other in the sky.  On arriving home 
five minutes later watched the lights disappear behind a narrow 
cloud bank."
2009-10-26,Not Given,Not Given,Not Given,,"Two sightings observed. One in summer 2008 single bright 
yellow/white light moving fast. Second sighting in daylight single 
bright yellow/white 2009 moving fast."
2009-11-01,20:55,Northampton,Northamptonshire,,"Saw 40 flickering orange lights from kitchen window. They made no 
noise and moved round to the side window of the house and 
disappeared behind a cloud.  Watched them for 5-10 minutes."
2009-11-01,22:00,Stevenage,Hertfordshire,,"Two orbs, flickering lights, sliding across the sky."
2009-11-01,22:20,Gerrards Cross,Buckinghamshire,,"Around eight yellow balls of light floating slowly in the night sky, 
slowly disappearing. Then one or two more would appear 500 to 800 
ft and follow same line of flight.  This happened for around two 
minutes."
2009-11-06,21:47,"Stratford-upon-
Avon",Warwickshire,,"Saw lights, moved into view from right to left, then stop and form a 
pattern before pulsing and fading out their bright orange lights."
2009-11-06,22:05,Smethwick,West Midlands,,"Saw strange lights in the sky, in three's then one, then two's, then 
three's - Fifteen in all."
2009-11-06,09:14,Blakeney,Norfolk,,"Red fire like ball . Glow was constant.  It was travelling at a constant 
speed West to East. Also watched it through binoculars and it 
appeared as a red circle with dots around the circle. In 10 o'clock 
position and watched it for 4-5 mins."
2009-11-07,12:10,Petts Wood,Kent,,"Saw eight orange single lights in the sky. Lights were very clear, 
single bright orange spot, which travelled at constant speed slowly 
higher into the eastern atmosphere. At first four lights in close 
proximity followed by four more with approx one minute."
2009-11-07,Not Given,Ashingdon HeightsEssex,,,"Approx 10 orange lights flying over. First eight were going at a 
steady, slow rate, three of which merged into a triangle formation, 
separated then disappeared. Two others appeared about a minute or 
so travelling faster and disappeared at same area of sky."
2009-11-07,17:00,Not Given,Thames Estuary,,"Saw a vertical cylinder, silvery colour and underneath was a great 
bright yellow, fiery glow.  Watched the object for about 20 minutes."
2009-11-07,Not Given,Catford,London,,"Six bright orange lights - not flashing - silent. After a few minutes 
there was another one."
2009-11-07,21:00,Sherborne,Dorset,,"Saw a very bright light - looking south to right of the moon.  It was 
very large.  There were four or five bright lights."
2009-11-07,11:00,Inverness,Scotland,,"Moving very fast SE to North and watched object for about 10 
seconds. Thought at first it was a star or a plane."
2009-11-07,00:46,Filey,Yorkshire,,"Brilliant and dazzling pure white horizontal ring of light.  It appeared 
to be perfectly still in the sky above the houses and was totally 
silent.  Object was hovering over the Belle Vue Crescent area."
2009-11-07,23:15,Ashton Under Lyne,"Greater 
Manchester",,"Eight, orange UFOs, shone brightly, travelling at speed, low in the 
sky. Objects came across one by one with approx 20 seconds 
between them. They stopped over the reservoir changed direction at 
approx 90 deg angle towards Holmfirth.  No noise."
2009-11-10,23:39,Rochdale,Lancashire,,"Five, really bright orange flame ball type objects seen flying across 
the sky, moving irregularly. One moving faster than a plane and one 
zig-zagged down towards the ground then reappeared after the other 
four had moved across the sky and had gone."
2009-11-10,20:30,Epsom,Surrey,,"Thirty orange globes, in four waves, travelling at a constant speed. 
May have been lanterns of some kind but they would have been 1-2 
Metres in diameter."
2009-11-10,21:15,Old Bilsthorpe,Nottinghamshire,,"Saw Orange flamed lights, in formation slowly and silently across 
the night sky."
2009-11-14,11:30,Charles Barn,Kent,,"White fixed wing object. Flying over a field, East Street, Charles 
Barn.  It was squared off with something behind it - no cockpit- silent 
not a glider."
2009-11-14,20:45,Not Given,"Not Given
Ashton-under-",,"Saw over the roof of their house orange/gold round circle about the 
size of a beach ball moving from behind the house going sideways 
across the roof  and down the road. As it moved down the road it 
change to a smaller light with no fiery glow."
2009-11-14,11:23,Belfast,Northern Ireland,,"Three blazing gold orbs in a diagonal line in the sky. No sound. 
Remained static approx one minute before moving slowly together 
to form a shape like Orion's Belt and then into a small triangle. Two 
lights further out faded and disappeared then third too."
2009-11-25,22:00,New Forest,Hampshire,,"Saw an object in sky like a fireball. It burnt pretty brightly, then would 
burn out a little then appear to burn brightly again before 
extinguishing about thirty seconds later."
2009-11-25,22:00,Sheepridge,Huddersfield,,"Six to eight red lights moving across the skyline. Red spheres with a 
white centre. Eventually passed over the house from back to the 
front."
2009-11-26,21:45,Carluke,Lanarkshire,,"Saw an orange light in the distance.  It came nearer and eventually 
disappeared into cloud overhead but before it did saw other similar 
lights appearing in the distance. They were travelling at regular 
intervals."
